REGION,TECHNOLOGY,YEAR,VALUE
GLOBAL,PWRBIOARGXX01,2021.0,0.66
GLOBAL,PWRBIOARGXX01,2022.0,0.66
GLOBAL,PWRBIOARGXX01,2023.0,0.66
GLOBAL,PWRBIOARGXX01,2024.0,0.66
GLOBAL,PWRBIOARGXX01,2025.0,0.66
GLOBAL,PWRBIOARGXX01,2026.0,0.66
GLOBAL,PWRBIOARGXX01,2027.0,0.66
GLOBAL,PWRBIOARGXX01,2028.0,0.66
GLOBAL,PWRBIOARGXX01,2029.0,0.66
GLOBAL,PWRBIOARGXX01,2030.0,0.66
GLOBAL,PWRBIOARGXX01,2031.0,0.66
GLOBAL,PWRBIOARGXX01,2032.0,0.0
GLOBAL,PWRBIOARGXX01,2033.0,0.0
GLOBAL,PWRBIOARGXX01,2034.0,0.0
GLOBAL,PWRBIOARGXX01,2035.0,0.0
GLOBAL,PWRBIOARGXX01,2036.0,0.0
GLOBAL,PWRBIOARGXX01,2037.0,0.0
GLOBAL,PWRBIOARGXX01,2038.0,0.0
GLOBAL,PWRBIOARGXX01,2039.0,0.0
GLOBAL,PWRBIOARGXX01,2040.0,0.0
GLOBAL,PWRBIOARGXX01,2041.0,0.0
GLOBAL,PWRBIOARGXX01,2042.0,0.0
GLOBAL,PWRBIOARGXX01,2043.0,0.0
GLOBAL,PWRBIOARGXX01,2044.0,0.0
GLOBAL,PWRBIOARGXX01,2045.0,0.0
GLOBAL,PWRBIOARGXX01,2046.0,0.0
GLOBAL,PWRBIOARGXX01,2047.0,0.0
GLOBAL,PWRBIOARGXX01,2048.0,0.0
GLOBAL,PWRBIOARGXX01,2049.0,0.0
GLOBAL,PWRBIOARGXX01,2050.0,0.0
GLOBAL,PWRBIOBOLXX01,2021.0,0.15
GLOBAL,PWRBIOBOLXX01,2022.0,0.15
GLOBAL,PWRBIOBOLXX01,2023.0,0.15
GLOBAL,PWRBIOBOLXX01,2024.0,0.15
GLOBAL,PWRBIOBOLXX01,2025.0,0.15
