REGION,TECHNOLOGY,YEAR,VALUE
GLOBAL,PWROCGCRIXX01,2022,0.01130829
GLOBAL,PWROCGCRIXX01,2023,0.067094811
GLOBAL,PWROCGCRIXX01,2024,0.066803095
GLOBAL,PWROCGCRIXX01,2025,0.067094811
GLOBAL,PWROCGCRIXX01,2026,0.24107115
GLOBAL,PWROCGCRIXX01,2027,0.73465519
GLOBAL,PWROCGCRIXX01,2028,0.078763474
GLOBAL,PWROCGCRIXX01,2029,0.079055191
GLOBAL,PWROCGCRIXX01,2030,0.079055191
GLOBAL,PWROCGCRIXX01,2031,0.086348105
GLOBAL,PWROCGCRIXX01,2032,0.12074725
GLOBAL,PWROCGCRIXX01,2033,0.086348105
GLOBAL,PWROCGCRIXX01,2034,0.086348105
GLOBAL,PWROCGCRIXX01,2035,0.086348105
GLOBAL,PWROCGCRIXX01,2036,0.097725051
GLOBAL,PWROCGCRIXX01,2037,0.097725051
GLOBAL,PWROCGCRIXX01,2038,0.097433335
GLOBAL,PWROCGCRIXX01,2039,0.097725051
GLOBAL,PWROCGCRIXX01,2040,0.097725051
GLOBAL,PWROCGCRIXX01,2041,0.10618483
GLOBAL,PWROCGCRIXX01,2042,0.10647655
GLOBAL,PWROCGCRIXX01,2043,0.10618483
GLOBAL,PWROCGCRIXX01,2044,0.10618483
GLOBAL,PWROCGCRIXX01,2045,0.10647655
GLOBAL,PWROCGCRIXX01,2046,0.11201916
GLOBAL,PWROCGCRIXX01,2047,0.11172745
GLOBAL,PWROCGCRIXX01,2048,0.11201916
GLOBAL,PWROCGCRIXX01,2049,0.11201916
GLOBAL,PWROCGCRIXX01,2050,0.11172745
GLOBAL,PWRTRNCRIXX,2021,1.3979452
GLOBAL,PWRTRNCRIXX,2022,1.4763699
GLOBAL,PWRTRNCRIXX,2023,1.555137
GLOBAL,PWRTRNCRIXX,2024,1.6335616
GLOBAL,PWRTRNCRIXX,2025,1.7123288
GLOBAL,PWRTRNCRIXX,2026,1.8047945
GLOBAL,PWRTRNCRIXX,2027,1.8976027
GLOBAL,PWRTRNCRIXX,2028,1.9900685
GLOBAL,PWRTRNCRIXX,2029,2.0828767
GLOBAL,PWRTRNCRIXX,2030,2.1756849
GLOBAL,PWRTRNCRIXX,2031,2.2770548
GLOBAL,PWRTRNCRIXX,2032,2.3784247
GLOBAL,PWRTRNCRIXX,2033,2.4797945
GLOBAL,PWRTRNCRIXX,2034,2.5811644
GLOBAL,PWRTRNCRIXX,2035,2.6825342
GLOBAL,PWRTRNCRIXX,2036,2.7972603
GLOBAL,PWRTRNCRIXX,2037,2.9119863
GLOBAL,PWRTRNCRIXX,2038,3.0263699
GLOBAL,PWRTRNCRIXX,2039,3.1410959
GLOBAL,PWRTRNCRIXX,2040,3.2558219
GLOBAL,PWRTRNCRIXX,2041,3.3804795
GLOBAL,PWRTRNCRIXX,2042,3.5054795
GLOBAL,PWRTRNCRIXX,2043,3.630137
GLOBAL,PWRTRNCRIXX,2044,3.7547945
GLOBAL,PWRTRNCRIXX,2045,3.8797945
GLOBAL,PWRTRNCRIXX,2046,4.0113014
GLOBAL,PWRTRNCRIXX,2047,4.1424658
GLOBAL,PWRTRNCRIXX,2048,4.2739726
GLOBAL,PWRTRNCRIXX,2049,4.4054795
GLOBAL,PWRTRNCRIXX,2050,4.5366438
GLOBAL,PWRWONCRIXX01,2021,0.1775053
GLOBAL,PWRWONCRIXX01,2022,0.18301872
GLOBAL,PWRWONCRIXX01,2023,0.18381793
GLOBAL,PWRWONCRIXX01,2024,0.18301872
GLOBAL,PWRWONCRIXX01,2025,0.18381793
GLOBAL,PWRWONCRIXX01,2026,0.70801718
GLOBAL,PWRWONCRIXX01,2027,0.21658548
GLOBAL,PWRWONCRIXX01,2028,0.21578627
GLOBAL,PWRWONCRIXX01,2029,0.21658548
GLOBAL,PWRWONCRIXX01,2030,0.21658548
GLOBAL,PWRWONCRIXX01,2031,0.23656569
GLOBAL,PWRWONCRIXX01,2032,0.28697336
GLOBAL,PWRWONCRIXX01,2033,0.23656569
GLOBAL,PWRWONCRIXX01,2034,0.23656569
GLOBAL,PWRWONCRIXX01,2035,0.23656569
GLOBAL,PWRWONCRIXX01,2036,0.26773481
GLOBAL,PWRWONCRIXX01,2037,0.26773481
GLOBAL,PWRWONCRIXX01,2038,0.2669356
GLOBAL,PWRWONCRIXX01,2039,0.26773481
GLOBAL,PWRWONCRIXX01,2040,0.53573481
GLOBAL,PWRWONCRIXX01,2041,0.29091186
GLOBAL,PWRWONCRIXX01,2042,0.29171107
GLOBAL,PWRWONCRIXX01,2043,0.29091186
GLOBAL,PWRWONCRIXX01,2044,0.29091186
GLOBAL,PWRWONCRIXX01,2045,0.29171107
GLOBAL,PWRWONCRIXX01,2046,0.30689602
GLOBAL,PWRWONCRIXX01,2047,0.30609682
GLOBAL,PWRWONCRIXX01,2048,0.30689602
GLOBAL,PWRWONCRIXX01,2049,0.30689602
GLOBAL,PWRWONCRIXX01,2050,0.30609682
GLOBAL,RNWBIOCRIXX,2021,2.270592
GLOBAL,RNWBIOCRIXX,2022,2.270592
GLOBAL,RNWBIOCRIXX,2023,2.270592
GLOBAL,RNWBIOCRIXX,2024,2.270592
GLOBAL,RNWBIOCRIXX,2025,2.270592
GLOBAL,RNWBIOCRIXX,2026,2.270592
GLOBAL,RNWBIOCRIXX,2027,2.270592
GLOBAL,RNWBIOCRIXX,2028,2.270592
GLOBAL,RNWBIOCRIXX,2029,2.270592
GLOBAL,RNWBIOCRIXX,2030,2.270592
GLOBAL,RNWBIOCRIXX,2031,2.270592
GLOBAL,RNWGEOCRIXX,2021,6.1589808
GLOBAL,RNWGEOCRIXX,2022,6.4460067
GLOBAL,RNWGEOCRIXX,2023,6.843312
GLOBAL,RNWGEOCRIXX,2024,6.843312
GLOBAL,RNWGEOCRIXX,2025,6.843312
GLOBAL,RNWHYDCRIXX,2021,31.617741
GLOBAL,RNWHYDCRIXX,2022,31.617741
GLOBAL,RNWHYDCRIXX,2023,29.17221
GLOBAL,RNWHYDCRIXX,2024,28.852495
GLOBAL,RNWHYDCRIXX,2025,28.531384
GLOBAL,RNWHYDCRIXX,2026,28.455967
GLOBAL,RNWHYDCRIXX,2027,31.617741
GLOBAL,RNWHYDCRIXX,2028,28.455967
GLOBAL,RNWHYDCRIXX,2029,31.617741
GLOBAL,RNWHYDCRIXX,2030,28.455967
GLOBAL,RNWHYDCRIXX,2031,28.455967
GLOBAL,RNWHYDCRIXX,2032,28.455967
GLOBAL,RNWHYDCRIXX,2033,31.617741
GLOBAL,RNWHYDCRIXX,2034,31.617741
GLOBAL,RNWHYDCRIXX,2035,31.617741
GLOBAL,RNWHYDCRIXX,2036,28.455967
GLOBAL,RNWHYDCRIXX,2037,28.455967
GLOBAL,RNWHYDCRIXX,2038,28.455967
GLOBAL,RNWHYDCRIXX,2039,31.617741
GLOBAL,RNWHYDCRIXX,2040,31.617741
GLOBAL,RNWHYDCRIXX,2041,31.617741
GLOBAL,RNWHYDCRIXX,2042,28.455967
GLOBAL,RNWHYDCRIXX,2043,31.617741
GLOBAL,RNWHYDCRIXX,2044,31.617741
GLOBAL,RNWHYDCRIXX,2045,31.617741
GLOBAL,RNWHYDCRIXX,2046,31.617741
GLOBAL,RNWHYDCRIXX,2047,31.617741
GLOBAL,RNWHYDCRIXX,2048,31.617741
GLOBAL,RNWHYDCRIXX,2049,31.617741
GLOBAL,RNWHYDCRIXX,2050,28.455967
GLOBAL,RNWWONCRIXX,2021,5.6781579
GLOBAL,RNWWONCRIXX,2022,7.864332
GLOBAL,RNWWONCRIXX,2023,12.396558
GLOBAL,RNWWONCRIXX,2024,15.189473
GLOBAL,RNWWONCRIXX,2025,17.994584
GLOBAL,RNWWONCRIXX,2026,27.829313
GLOBAL,RNWWONCRIXX,2027,27.594339
GLOBAL,RNWWONCRIXX,2028,33.672113
GLOBAL,RNWWONCRIXX,2029,33.437139
GLOBAL,RNWWONCRIXX,2030,39.525713
GLOBAL,RNWWONCRIXX,2031,42.722513
GLOBAL,RNWWONCRIXX,2032,46.550033
GLOBAL,RNWWONCRIXX,2033,46.585059
GLOBAL,RNWWONCRIXX,2034,49.781859
GLOBAL,RNWWONCRIXX,2035,52.978659
GLOBAL,RNWWONCRIXX,2036,59.758433
GLOBAL,RNWWONCRIXX,2037,63.376433
GLOBAL,RNWWONCRIXX,2038,66.983633
GLOBAL,RNWWONCRIXX,2039,67.439859
GLOBAL,RNWWONCRIXX,2040,71.057859
GLOBAL,RNWWONCRIXX,2041,74.989059
GLOBAL,RNWWONCRIXX,2042,82.092833
GLOBAL,RNWWONCRIXX,2043,82.862259
GLOBAL,RNWWONCRIXX,2044,86.793459
GLOBAL,RNWWONCRIXX,2045,90.735459
GLOBAL,RNWWONCRIXX,2046,94.882659
GLOBAL,RNWWONCRIXX,2047,99.019059
GLOBAL,RNWWONCRIXX,2048,103.16626
GLOBAL,RNWWONCRIXX,2049,107.31346
GLOBAL,RNWWONCRIXX,2050,114.61163
