REGION,TECHNOLOGY,YEAR,VALUE
GLOBAL,PWRBIOCRIXX01,2021,0.63072
GLOBAL,PWRBIOCRIXX01,2022,0.63072
GLOBAL,PWRBIOCRIXX01,2023,0.63072
GLOBAL,PWRBIOCRIXX01,2024,0.63072
GLOBAL,PWRBIOCRIXX01,2025,0.63072
GLOBAL,PWRBIOCRIXX01,2026,0.63072
GLOBAL,PWRBIOCRIXX01,2027,0.63072
GLOBAL,PWRBIOCRIXX01,2028,0.63072
GLOBAL,PWRBIOCRIXX01,2029,0.63072
GLOBAL,PWRBIOCRIXX01,2030,0.63072
GLOBAL,PWRBIOCRIXX01,2031,0.63072
GLOBAL,PWRGEOCRIXX01,2021,6.1589808
GLOBAL,PWRGEOCRIXX01,2022,6.1589808
GLOBAL,PWRGEOCRIXX01,2023,6.1589808
GLOBAL,PWRGEOCRIXX01,2024,6.1589808
GLOBAL,PWRGEOCRIXX01,2025,6.1589808
GLOBAL,PWRHYDCRIXX01,2021,28.455967
GLOBAL,PWRHYDCRIXX01,2022,28.455967
GLOBAL,PWRHYDCRIXX01,2023,28.455967
GLOBAL,PWRHYDCRIXX01,2024,28.455967
GLOBAL,PWRHYDCRIXX01,2025,28.4559675
GLOBAL,PWRHYDCRIXX01,2026,28.455967
GLOBAL,PWRHYDCRIXX01,2027,28.455967
GLOBAL,PWRHYDCRIXX01,2028,28.455967
GLOBAL,PWRHYDCRIXX01,2029,28.455967
GLOBAL,PWRHYDCRIXX01,2030,28.455967
GLOBAL,PWRHYDCRIXX01,2031,28.455967
GLOBAL,PWRHYDCRIXX01,2032,28.455967
GLOBAL,PWRHYDCRIXX01,2033,28.455967
GLOBAL,PWRHYDCRIXX01,2034,28.455967
GLOBAL,PWRHYDCRIXX01,2035,28.455967
GLOBAL,PWRHYDCRIXX01,2036,28.455967
GLOBAL,PWRHYDCRIXX01,2037,28.455967
GLOBAL,PWRHYDCRIXX01,2038,28.455967
GLOBAL,PWRHYDCRIXX01,2039,28.455967
GLOBAL,PWRHYDCRIXX01,2040,28.455967
GLOBAL,PWRHYDCRIXX01,2041,28.455967
GLOBAL,PWRHYDCRIXX01,2042,28.455967
GLOBAL,PWRHYDCRIXX01,2043,28.455967
GLOBAL,PWRHYDCRIXX01,2044,28.455967
GLOBAL,PWRHYDCRIXX01,2045,28.455967
GLOBAL,PWRHYDCRIXX01,2046,28.455967
GLOBAL,PWRHYDCRIXX01,2047,28.455967
GLOBAL,PWRHYDCRIXX01,2048,28.455967
GLOBAL,PWRHYDCRIXX01,2049,28.455967
GLOBAL,PWRHYDCRIXX01,2050,28.455967
GLOBAL,PWRTRNCRIXX,2021,40.82
GLOBAL,PWRTRNCRIXX,2022,43.11
GLOBAL,PWRTRNCRIXX,2023,45.41
GLOBAL,PWRTRNCRIXX,2024,47.7
GLOBAL,PWRTRNCRIXX,2025,50.0
GLOBAL,PWRTRNCRIXX,2026,52.7
GLOBAL,PWRTRNCRIXX,2027,55.41
GLOBAL,PWRTRNCRIXX,2028,58.11
GLOBAL,PWRTRNCRIXX,2029,60.81999999999999
GLOBAL,PWRTRNCRIXX,2030,63.53
GLOBAL,PWRTRNCRIXX,2031,66.49000000000001
GLOBAL,PWRTRNCRIXX,2032,69.45
GLOBAL,PWRTRNCRIXX,2033,72.41
GLOBAL,PWRTRNCRIXX,2034,75.37
GLOBAL,PWRTRNCRIXX,2035,78.33
GLOBAL,PWRTRNCRIXX,2036,81.68
GLOBAL,PWRTRNCRIXX,2037,85.03
GLOBAL,PWRTRNCRIXX,2038,88.37
GLOBAL,PWRTRNCRIXX,2039,91.72
GLOBAL,PWRTRNCRIXX,2040,95.07
GLOBAL,PWRTRNCRIXX,2041,98.71000000000001
GLOBAL,PWRTRNCRIXX,2042,102.36
GLOBAL,PWRTRNCRIXX,2043,106.0
GLOBAL,PWRTRNCRIXX,2044,109.63999999999999
GLOBAL,PWRTRNCRIXX,2045,113.28999999999999
GLOBAL,PWRTRNCRIXX,2046,117.13
GLOBAL,PWRTRNCRIXX,2047,120.96
GLOBAL,PWRTRNCRIXX,2048,124.8
GLOBAL,PWRTRNCRIXX,2049,128.64
GLOBAL,PWRTRNCRIXX,2050,132.47
GLOBAL,PWRWONCRIXX01,2021,5.574332050000001
GLOBAL,PWRWONCRIXX01,2022,7.864332
GLOBAL,PWRWONCRIXX01,2023,10.1643321
GLOBAL,PWRWONCRIXX01,2024,12.454332
GLOBAL,PWRWONCRIXX01,2025,14.754332
GLOBAL,PWRWONCRIXX01,2026,23.613312999999998
GLOBAL,PWRWONCRIXX01,2027,26.323313
GLOBAL,PWRWONCRIXX01,2028,29.023313
GLOBAL,PWRWONCRIXX01,2029,31.733313000000003
GLOBAL,PWRWONCRIXX01,2030,34.443313
GLOBAL,PWRWONCRIXX01,2031,37.403313
GLOBAL,PWRWONCRIXX01,2032,40.994033
GLOBAL,PWRWONCRIXX01,2033,43.954032999999995
GLOBAL,PWRWONCRIXX01,2034,46.914033
GLOBAL,PWRWONCRIXX01,2035,49.874033
GLOBAL,PWRWONCRIXX01,2036,53.224033
